casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
4053,2,1,1,1,0,1,1,1,1,0,1,0,1,43.28,51.34,9999,9999,9999,9999,9999,NA,NA
5249,2,1,1,1,0,0,0,0,1,0,1,0,0,42.96,52.17,9999,0.33,0,0.11,0,NA,NA
6590,2,1,0,1,0,1,0,0,1,1,1,1,1,48.63,48.46,9999,0.67,0,0.89,0,NA,NA
2458,2,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,45.88,9999,9999,9999,9999,9999,9999,NA,NA
6473,2,1,1,0,1,1,0,1,9999,9999,9999,9999,9999,30.47,9999,9999,9999,9999,9999,9999,NA,NA
5396,2,0,0,1,0,1,0,1,9999,9999,9999,9999,9999,38.72,9999,9999,9999,9999,9999,9999,NA,NA
1642,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,38.08,9999,9999,9999,9999,9999,9999,NA,NA
1331,2,1,1,0,0,0,1,0,9999,9999,9999,9999,9999,47.71,9999,9999,1,1,1,1,NA,NA
6835,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,38.18,9999,9999,9999,9999,9999,9999,NA,NA
3265,2,0,1,1,0,1,1,1,9999,9999,9999,9999,9999,28.46,45.47,9999,9999,9999,9999,9999,NA,NA
6152,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,55.02,9999,9999,9999,9999,9999,9999,NA,NA
5282,2,1,1,0,1,0,1,0,1,0,1,0,1,30.4,36.99,9999,0.33,0,0.33,0,NA,NA
1859,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,40.44,9999,9999,9999,9999,9999,9999,NA,NA
3416,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.99,9999,9999,9999,9999,9999,9999,NA,NA
1419,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,40.31,50.36,9999,9999,9999,9999,9999,NA,NA
3037,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,41.34,9999,9999,9999,9999,9999,9999,NA,NA
4715,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,46.26,9999,9999,1,1,0.89,0,NA,NA
3690,2,0,1,1,0,0,1,1,9999,9999,9999,9999,9999,46.2,9999,9999,9999,9999,9999,9999,NA,NA
4817,2,0,1,1,0,1,0,1,9999,9999,9999,9999,9999,44.53,9999,9999,9999,9999,9999,9999,NA,NA
4591,2,1,1,1,0,1,0,0,1,0,0,1,1,51,57.65,9999,1,1,1,1,NA,NA
5469,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,40.47,9999,9999,9999,9999,9999,9999,NA,NA
1116,2,0,0,1,0,0,1,0,0,0,0,0,1,51.49,63.08,9999,1,1,1,1,NA,NA
5700,2,0,1,0,1,1,1,1,9999,9999,9999,9999,9999,46.71,9999,9999,1,1,1,1,NA,NA
6690,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,38.14,9999,9999,9999,9999,9999,9999,NA,NA
2580,2,1,1,1,9999,0,0,1,1,1,1,1,1,39.2,43.82,9999,1,1,1,1,NA,NA
1672,2,0,1,1,1,1,1,0,9999,9999,9999,9999,9999,35.53,9999,9999,9999,9999,9999,9999,NA,NA
3992,2,0,1,0,0,1,1,0,0,0,0,1,0,47.63,46.76,9999,9999,9999,9999,9999,NA,NA
4067,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,33.44,9999,9999,9999,9999,9999,9999,NA,NA
6537,2,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,35.92,9999,9999,9999,9999,9999,9999,NA,NA
1693,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,41.45,9999,9999,9999,9999,9999,9999,NA,NA
5135,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,35.61,9999,9999,9999,9999,9999,9999,NA,NA
2322,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,45.06,9999,9999,1,1,1,1,NA,NA
6256,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,38.41,9999,9999,9999,9999,9999,9999,NA,NA
2007,2,1,1,1,0,1,0,1,0,0,1,1,0,33.6,44.29,9999,0,0,0,0,NA,NA
5248,2,1,0,1,1,0,1,0,1,1,1,1,1,35.03,53.47,9999,9999,9999,9999,9999,NA,NA
2085,2,1,1,0,0,1,0,1,0,0,0,0,0,42.17,54.13,9999,1,1,1,1,NA,NA
3694,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,34.37,9999,9999,9999,9999,9999,9999,NA,NA
5325,2,1,1,1,1,0,1,1,1,1,1,1,1,39.93,44.57,9999,1,1,1,1,NA,NA
3209,2,0,1,0,0,1,1,0,9999,9999,9999,9999,9999,39.35,36.52,9999,9999,9999,9999,9999,NA,NA
3309,2,0,0,0,1,1,1,1,0,0,0,0,0,44.16,9999,9999,1,1,1,1,NA,NA
6417,2,1,1,1,0,0,0,0,0,1,1,1,1,43.56,9999,9999,1,1,1,1,NA,NA
4945,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,41.08,9999,9999,9999,9999,9999,9999,NA,NA
6013,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,32.71,9999,9999,9999,9999,9999,9999,NA,NA
6597,2,0,1,1,1,1,1,1,0,0,0,0,0,51.42,65.46,9999,0.33,0,0.11,0,NA,NA
4523,2,0,1,1,0,0,1,1,0,0,0,0,0,47.42,9999,9999,9999,9999,9999,9999,NA,NA
3362,2,1,1,1,1,1,1,0,9999,9999,9999,9999,9999,41.94,9999,9999,9999,9999,9999,9999,NA,NA
5919,2,0,1,1,1,1,0,1,1,0,1,0,0,43.61,60.35,9999,9999,9999,9999,9999,NA,NA
1685,2,1,0,0,0,0,0,0,0,0,0,0,0,62.13,76.57,9999,1,1,1,1,NA,NA
6744,2,1,0,0,0,0,0,0,0,0,0,0,0,63.53,76.12,9999,0.67,0,0.56,0,NA,NA
3048,2,0,0,0,0,0,9999,0,9999,9999,9999,9999,9999,62.86,9999,9999,1,1,1,1,NA,NA
5303,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,38.93,9999,47.39,0.33,0,0.75,0,NA,NA
4491,2,1,0,0,0,0,9999,0,0,0,0,0,0,58.21,70.89,9999,1,1,1,1,NA,NA
3171,2,0,0,1,0,0,1,0,1,0,0,1,0,46.69,72.37,9999,1,1,1,1,NA,NA
2266,2,0,0,0,1,1,0,1,1,1,1,1,1,59.66,73.01,9999,1,1,1,1,NA,NA
2534,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,69.87,9999,9999,1,1,1,1,NA,NA
5595,2,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,41.81,9999,9999,0,0,0,0,NA,NA
2158,2,0,0,0,0,0,1,0,0,0,0,0,0,64.76,75.8,9999,9999,9999,9999,9999,NA,NA
1780,2,0,0,1,0,0,1,0,1,0,0,0,0,39.69,9999,9999,9999,9999,9999,9999,NA,NA
6727,2,1,0,0,0,1,0,0,0,0,9999,0,0,55.17,64.78,9999,1,1,1,1,NA,NA
2914,2,0,0,1,1,1,0,1,9999,9999,9999,9999,9999,48.12,9999,9999,1,1,1,1,NA,NA
6414,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.6,9999,9999,1,1,1,1,NA,NA
3988,2,1,0,0,1,0,0,1,9999,9999,9999,9999,9999,54.41,9999,9999,0.33,0,0.56,0,NA,NA
2192,2,0,0,1,1,1,1,0,1,1,1,1,1,75.93,93.14,9999,1,1,1,1,NA,NA
1289,2,0,0,1,1,1,1,1,1,1,1,1,1,62.01,95.26,9999,1,1,1,1,NA,NA
1462,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,38.07,9999,9999,9999,9999,9999,9999,NA,NA
3985,2,0,0,9999,9999,9999,9999,9999,1,0,0,0,0,53.21,9999,9999,9999,9999,9999,9999,NA,NA
2652,2,1,0,0,0,0,0,0,1,0,0,0,0,53.06,65.84,9999,1,1,1,1,NA,NA
2227,2,0,0,9999,9999,9999,9999,9999,1,1,1,0,1,46.49,44.57,9999,1,1,0.75,0,NA,NA
5521,2,1,0,0,0,0,0,0,1,1,9999,1,1,53.94,62.47,64.48,0.33,0,0.33,0,NA,NA
5895,2,0,0,9999,9999,9999,9999,9999,0,1,1,0,0,59.79,74.51,9999,1,1,1,1,NA,NA
3597,2,1,0,0,0,0,0,0,0,0,0,0,0,53.12,44.93,9999,9999,9999,9999,9999,NA,NA
6091,2,1,0,0,0,0,0,0,1,0,0,0,0,60.53,9999,9999,1,1,1,1,NA,NA
3442,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,62.03,63.49,9999,0.67,0,0.89,0,NA,NA
2051,2,1,0,0,0,0,0,0,1,0,0,0,0,60.99,69.96,9999,1,1,1,1,NA,NA
1235,2,0,0,1,1,1,1,1,1,1,1,1,1,40.08,9999,56.13,0.67,0,0.67,0,NA,NA
2682,2,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,43.36,9999,9999,0,0,0,0,NA,NA
4928,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,41.4,9999,50.3,0.33,0,0.33,0,NA,NA
1429,2,0,0,1,0,1,0,1,9999,9999,9999,9999,9999,45.2,9999,9999,9999,9999,9999,9999,NA,NA
1686,2,0,0,1,0,1,0,0,1,1,1,1,1,67.51,75.57,9999,1,1,1,1,NA,NA
3322,2,0,0,1,1,1,1,1,1,0,0,0,0,66.67,85.73,9999,0.67,0,0.89,0,NA,NA
1584,2,0,0,1,1,1,1,0,0,0,0,0,0,40.47,9999,9999,9999,9999,9999,9999,NA,NA
6164,2,0,0,0,0,0,9999,0,1,1,1,1,1,57.42,65.09,9999,1,1,1,1,NA,NA
1480,2,0,0,0,0,0,0,0,1,1,1,1,1,60.57,52.07,9999,0.33,0,0.78,0,NA,NA
4963,2,1,0,0,0,0,0,0,0,0,0,1,0,57.18,67.86,9999,1,1,0.56,0,NA,NA
4295,2,1,0,0,0,0,0,0,0,1,1,0,0,73.33,74.52,9999,1,1,1,1,NA,NA
6817,2,1,0,0,0,0,0,0,1,0,0,0,0,50.39,57.35,9999,1,1,1,1,NA,NA
4225,2,1,0,0,0,0,0,0,1,0,0,0,0,52.03,68.25,9999,0.67,0,0.25,0,NA,NA
3061,2,0,0,1,0,0,0,0,1,9999,1,1,1,67.21,82.67,99.3,1,1,1,1,NA,NA
1250,2,1,0,0,0,9999,1,0,1,0,0,0,0,37.11,49.15,9999,1,1,0.56,0,NA,NA
1550,2,1,0,1,0,0,0,0,1,0,1,0,0,48.74,53.72,9999,0.67,0,0.78,0,NA,NA
3584,2,1,0,0,0,1,1,0,9999,9999,9999,9999,9999,46.07,9999,9999,0.33,0,0.67,0,NA,NA
3122,2,1,0,0,0,0,0,0,0,0,0,0,0,42.1,55.14,9999,0.33,0,0.11,0,NA,NA
2424,2,1,0,1,0,0,0,1,9999,9999,9999,9999,9999,54.19,9999,9999,9999,9999,9999,9999,NA,NA
2066,2,1,0,0,0,0,0,1,0,0,0,0,0,62.62,71.76,9999,0.33,0,0.78,0,NA,NA
3656,2,1,0,0,1,1,1,1,0,0,0,0,0,57.9,63.21,9999,1,1,1,1,NA,NA
4674,2,0,0,1,1,1,1,0,0,0,0,0,0,34.89,9999,9999,9999,9999,9999,9999,NA,NA
1095,2,0,0,0,0,0,0,0,0,9999,0,0,0,49.6,73.7,9999,1,1,1,1,NA,NA
5230,2,1,0,0,0,0,0,0,1,1,1,1,1,55.51,70.12,9999,1,1,1,1,NA,NA
4182,2,1,0,1,0,0,1,1,1,1,1,0,0,59.76,67.87,9999,0.67,0,0.89,0,NA,NA
2471,2,1,0,1,9999,9999,1,0,0,0,0,0,0,48.43,66.77,9999,9999,9999,9999,9999,NA,NA
3244,2,1,0,1,9999,9999,9999,9999,0,0,1,1,0,58.26,9999,9999,1,1,1,1,NA,NA
6546,2,1,0,1,1,1,1,1,1,1,1,1,1,58.55,64.02,9999,1,1,0.89,0,NA,NA
2144,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,77.91,9999,9999,1,1,1,1,NA,NA
1804,2,1,0,0,0,0,0,0,1,1,1,0,0,64.5,75.31,9999,1,1,1,1,NA,NA
6000,2,0,0,1,1,1,1,1,0,1,1,1,0,53.6,82,9999,0.67,0,0.89,0,NA,NA
3455,2,1,0,1,1,1,0,1,9999,9999,9999,9999,9999,46.34,9999,9999,0,0,0.38,0,NA,NA
2677,2,1,0,1,1,0,1,0,0,1,0,0,0,42.69,58.04,9999,1,1,1,1,NA,NA
3539,2,0,0,0,1,1,0,0,1,1,1,1,1,53.61,75.37,9999,1,1,1,1,NA,NA
4337,2,1,0,0,0,0,0,0,0,1,1,0,0,59.15,67.5,9999,0.67,0,0.33,0,NA,NA
3776,2,0,0,1,1,1,1,1,9999,1,1,1,1,66.83,84.31,89.21,0.67,0,0.78,0,NA,NA
6109,2,0,0,1,0,1,0,0,0,0,1,0,0,71.19,77.58,9999,1,1,0.89,0,NA,NA
4734,2,1,0,0,1,1,0,1,9999,9999,9999,9999,9999,61.83,9999,9999,1,1,1,1,NA,NA
1995,2,1,0,1,1,1,0,1,9999,9999,9999,9999,9999,71.79,9999,9999,9999,9999,9999,9999,NA,NA
2014,2,1,0,1,0,0,0,0,0,1,1,0,1,67.21,81.43,9999,0.5,0,0.88,0,NA,NA
4365,2,1,0,1,1,1,0,1,1,1,1,1,1,74.19,88.48,9999,1,1,1,1,NA,NA
2540,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,60.66,9999,9999,9999,9999,9999,9999,NA,NA
6432,2,1,1,1,0,0,0,0,1,1,1,9999,1,64.54,71.86,9999,1,1,1,1,NA,NA
4346,2,1,0,1,0,0,0,0,0,0,0,9999,0,49.85,71.58,74.76,0.5,0,0.62,0,NA,NA
2053,2,0,0,0,0,9999,0,0,1,1,1,1,1,42.65,59.7,9999,9999,9999,9999,9999,NA,NA
5670,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,61.01,9999,9999,9999,9999,9999,9999,NA,NA
1705,2,0,1,1,0,0,0,1,9999,9999,9999,9999,9999,37.21,9999,9999,9999,9999,9999,9999,NA,NA
4051,2,0,0,1,1,1,1,1,1,1,1,1,1,64.99,73.96,9999,1,1,1,1,NA,NA
5022,2,1,1,1,1,1,0,0,0,0,0,0,0,55.86,9999,9999,1,1,1,1,NA,NA
2412,2,1,0,1,9999,1,1,1,1,0,0,0,0,61.55,78.93,9999,1,1,1,1,NA,NA
2106,2,1,0,1,1,1,9999,1,1,1,1,1,1,51.41,62.17,9999,1,1,1,1,NA,NA
2977,2,1,0,1,1,1,1,1,1,1,1,1,1,51.54,9999,9999,1,1,1,1,NA,NA
4949,2,1,0,0,0,1,9999,0,1,0,1,0,0,54.42,9999,63.26,0.5,0,0.75,0,NA,NA
1916,2,0,0,1,1,1,1,1,0,0,0,0,0,53.57,9999,9999,1,1,1,1,NA,NA
6807,2,0,0,1,1,1,1,1,1,1,1,1,1,55.85,67.67,9999,1,1,1,1,NA,NA
1404,2,0,9999,1,1,9999,0,9999,9999,9999,9999,9999,9999,38.57,9999,9999,1,1,1,1,NA,NA
1864,2,1,0,0,0,1,1,1,1,0,1,0,1,40.16,9999,57.77,0.67,0,0.89,0,NA,NA
1436,2,1,0,1,1,1,1,1,1,0,1,1,0,46.52,9999,9999,1,1,1,1,NA,NA
5857,2,1,0,1,0,0,0,0,1,1,1,1,1,49.19,9999,9999,1,1,1,1,NA,NA
3885,2,1,1,1,0,0,0,0,1,0,1,0,1,40.99,54.86,9999,9999,9999,9999,9999,NA,NA
5886,2,1,0,1,0,0,0,0,1,1,1,1,1,42.41,42.83,9999,0,0,0,0,NA,NA
6905,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,50.46,9999,47.85,0.33,0,0.22,0,NA,NA
6311,2,0,0,1,1,1,1,1,0,0,0,0,0,41.92,48.18,9999,9999,9999,9999,9999,NA,NA
2815,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,47.46,9999,9999,9999,9999,9999,9999,NA,NA
3577,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,47.8,9999,9999,9999,9999,9999,9999,NA,NA
5723,2,1,0,0,1,0,1,1,9999,9999,9999,9999,9999,33.83,9999,9999,9999,9999,9999,9999,NA,NA
3844,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,54.66,9999,9999,9999,9999,9999,9999,NA,NA
1381,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,45.42,9999,9999,9999,9999,9999,9999,NA,NA
5618,2,0,0,1,1,1,0,1,1,1,1,0,1,81.21,95.26,9999,1,1,1,1,NA,NA
4900,2,0,0,1,0,1,0,1,1,1,1,0,1,73.17,86.75,9999,9999,9999,9999,9999,NA,NA
2573,2,1,0,1,1,0,0,1,1,1,1,1,1,56.4,73.27,9999,1,1,1,1,NA,NA
4030,2,1,0,1,1,1,0,0,1,0,1,0,0,70.89,82.28,9999,0.67,0,0.78,0,NA,NA
2732,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,61.87,88.53,9999,9999,9999,9999,9999,NA,NA
6702,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,47.16,9999,9999,9999,9999,9999,9999,NA,NA
6756,2,0,0,1,1,1,1,9999,0,0,0,1,1,36.64,43.23,29.65,0.33,0,0.11,0,NA,NA
1823,2,0,0,1,0,1,0,1,1,1,1,1,1,50.92,70.44,9999,1,1,1,1,NA,NA
1602,2,1,0,1,0,0,0,0,0,0,0,0,0,47.94,65.16,9999,9999,9999,9999,9999,NA,NA
6281,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.2,9999,9999,9999,9999,9999,9999,NA,NA
1629,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,46.33,9999,9999,9999,9999,9999,9999,NA,NA
2453,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,39.23,9999,9999,1,1,1,1,NA,NA
3743,2,1,0,0,1,1,1,0,0,1,1,1,1,9999,53.38,9999,1,1,1,1,NA,NA
4712,2,1,0,1,0,1,1,0,1,1,1,1,1,66.48,77.01,9999,9999,9999,9999,9999,NA,NA
2207,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,50.4,77.09,9999,9999,9999,9999,9999,NA,NA
5684,2,1,0,1,0,0,1,0,1,1,0,1,1,47.05,9999,9999,9999,9999,9999,9999,NA,NA
3843,2,0,0,0,0,0,0,0,0,0,0,0,0,56.55,9999,9999,0,0,0.22,0,NA,NA
5198,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,68.4,9999,9999,9999,9999,9999,9999,NA,NA
2195,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,36.37,9999,9999,9999,9999,9999,9999,NA,NA
4131,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,37.09,9999,64.81,0.33,0,0.11,0,NA,NA
2671,2,0,1,0,0,0,0,1,0,9999,1,0,0,35.92,34.82,9999,9999,9999,9999,9999,NA,NA
6315,2,0,1,1,1,1,0,0,9999,9999,9999,9999,9999,33.01,9999,9999,9999,9999,9999,9999,NA,NA
5163,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,34.93,9999,9999,9999,9999,9999,9999,NA,NA
6891,2,0,0,1,1,1,1,1,1,1,1,1,1,54.36,9999,9999,1,1,1,1,NA,NA
2806,2,0,1,0,0,1,0,0,9999,9999,9999,9999,9999,52.79,9999,67.62,0.67,0,0.89,0,NA,NA
1933,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,44.31,9999,9999,1,1,1,1,NA,NA
6124,2,0,0,1,0,1,1,1,1,0,0,0,1,58.03,9999,9999,1,1,1,1,NA,NA
6295,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,34.81,9999,9999,0.5,0,0.75,0,NA,NA
2127,2,1,0,1,0,0,9999,0,9999,9999,9999,9999,9999,51.52,9999,9999,1,1,1,1,NA,NA
5288,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,58.29,9999,9999,0.5,0,0.88,0,NA,NA
6643,2,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
1044,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
3165,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,35.73,47.62,9999,0,0,0,0,NA,NA
1006,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,35.79,9999,9999,9999,9999,9999,9999,NA,NA
3341,2,0,0,1,1,1,0,1,1,0,0,0,1,52.43,9999,9999,0.33,0,0.56,0,NA,NA
5224,2,0,0,1,1,0,1,1,1,1,1,1,1,54.33,61.74,9999,9999,9999,9999,9999,NA,NA
5940,2,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
5176,2,1,0,1,1,1,0,1,1,1,1,1,1,42.97,63.37,9999,9999,9999,9999,9999,NA,NA
2179,2,0,1,1,0,1,1,0,9999,9999,9999,9999,9999,33.37,30.82,9999,9999,9999,9999,9999,NA,NA
5305,2,1,1,0,0,1,0,0,1,1,0,0,1,41.57,42.5,9999,9999,9999,9999,9999,NA,NA
6680,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,50.31,9999,73.48,0,0,0.62,0,NA,NA
6892,2,0,0,1,0,1,1,1,1,0,0,0,0,64.32,9999,59.2,1,1,1,1,NA,NA
3051,2,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,47.44,9999,65.04,1,1,0.56,0,NA,NA
2224,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,48.1,9999,9999,9999,9999,9999,9999,NA,NA
5488,2,1,0,0,0,0,0,0,1,0,0,0,0,9999,36.42,9999,9999,9999,9999,9999,NA,NA
6740,2,1,1,0,1,1,1,1,0,1,0,0,1,41.76,41.17,9999,9999,9999,9999,9999,NA,NA
6304,2,1,1,0,0,0,0,0,0,0,0,0,0,41.12,56.63,9999,1,1,1,1,NA,NA
6081,2,0,0,0,0,0,0,0,1,1,1,1,1,53.45,9999,9999,1,1,1,1,NA,NA
3907,2,1,0,1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
4120,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,53.81,70.62,9999,0.33,0,0.78,0,NA,NA
3762,2,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999,NA,NA
2879,2,1,0,1,1,1,1,1,1,1,1,1,1,61.64,66.73,9999,1,1,1,1,NA,NA
4651,2,1,0,0,0,1,0,0,1,0,0,0,0,67.24,9999,9999,1,1,1,1,NA,NA
1756,2,0,0,0,0,1,1,0,9999,9999,9999,9999,9999,47.1,9999,9999,9999,9999,9999,9999,NA,NA
6578,2,0,0,1,1,1,1,1,1,0,1,0,0,66.47,74.84,9999,1,1,1,1,NA,NA
2723,2,1,0,1,0,1,0,0,0,0,0,0,0,44.32,55.49,9999,9999,9999,9999,9999,NA,NA
1520,2,1,0,1,1,1,1,1,1,1,1,1,1,59.51,9999,9999,1,1,1,1,NA,NA
1987,2,0,0,0,1,1,1,1,1,0,0,0,0,38.26,36.03,9999,9999,9999,9999,9999,NA,NA
2232,2,1,0,1,0,0,1,1,1,1,0,1,1,40.53,9999,9999,1,1,1,1,NA,NA
6073,2,1,0,1,0,0,0,1,9999,9999,9999,9999,9999,48.37,9999,9999,1,1,1,1,NA,NA
4770,2,0,0,1,1,1,1,1,0,0,0,0,0,51.85,9999,9999,1,1,0.14,0,NA,NA
3839,2,1,1,1,0,1,0,0,0,0,1,0,0,63.07,75.27,9999,0.67,0,0.67,0,NA,NA
3420,2,1,0,1,1,1,0,0,0,0,0,0,0,46.09,55.39,9999,0.33,0,0.56,0,NA,NA
4798,2,1,0,0,1,0,0,0,9999,9999,9999,9999,9999,55.8,9999,65,0.33,0,0.56,0,NA,NA
1586,2,0,0,0,0,0,0,0,0,0,0,0,0,9999,42.9,9999,0,0,0,0,NA,NA
6585,2,1,0,1,0,1,0,0,1,1,1,1,0,39.62,37.4,9999,9999,9999,9999,9999,NA,NA
6927,2,0,1,1,1,1,1,1,1,1,1,1,1,59.88,69.23,9999,1,1,1,1,NA,NA
4631,2,1,0,1,1,1,0,0,1,0,1,0,0,47.43,56.81,9999,0,0,0,0,NA,NA
4379,2,1,0,1,0,0,0,1,0,0,0,0,0,55.81,62.27,9999,1,1,1,1,NA,NA
5817,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,38.13,39.53,9999,9999,9999,9999,9999,NA,NA
5640,2,1,0,1,1,0,0,1,0,1,0,0,0,43.19,9999,9999,1,1,0.78,0,NA,NA
5363,2,1,0,9999,9999,9999,9999,9999,0,0,0,0,0,54.92,9999,9999,1,1,0.71,0,NA,NA
5148,2,1,0,1,1,1,1,1,0,1,0,0,0,9999,40.32,9999,0,0,0,0,NA,NA
4027,2,0,0,1,1,1,1,1,0,0,0,0,0,55.46,9999,9999,0,0,0.75,0,NA,NA
5404,2,0,1,1,1,1,1,1,0,0,1,0,0,46.63,9999,9999,0.67,0,0.22,0,NA,NA
1488,2,1,0,0,0,1,1,1,0,1,1,1,1,34.02,32.38,9999,1,1,1,1,NA,NA
1901,2,0,1,1,0,1,0,1,1,0,0,0,0,44.14,33.79,9999,9999,9999,9999,9999,NA,NA
4016,2,0,0,1,1,1,1,1,0,0,0,1,0,39.61,9999,49.03,0.33,0,0.78,0,NA,NA
5920,2,1,1,1,1,1,1,1,1,1,1,1,1,47.48,9999,9999,9999,9999,9999,9999,NA,NA
2854,2,0,0,1,1,1,1,1,1,1,0,1,0,69.35,9999,9999,1,1,1,1,NA,NA
1217,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,47.38,9999,9999,1,1,1,1,NA,NA
1060,2,1,1,1,0,0,0,0,0,0,0,0,1,62.46,9999,9999,1,1,1,1,NA,NA
3608,2,1,0,1,0,0,1,1,9999,9999,9999,9999,9999,46.47,9999,9999,0.33,0,0.78,0,NA,NA
3756,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,46.64,9999,9999,9999,9999,9999,9999,NA,NA
3950,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,49.38,9999,9999,1,1,1,1,NA,NA
4251,2,0,9999,1,0,0,1,1,1,0,0,0,0,52.53,73.3,9999,9999,9999,9999,9999,NA,NA
2511,2,0,0,1,1,1,1,1,0,0,0,0,0,47.65,9999,9999,0,0,0.75,0,NA,NA
6876,2,0,9999,1,1,1,1,1,9999,9999,9999,9999,9999,61.7,9999,9999,9999,9999,9999,9999,NA,NA
5952,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,65.32,9999,9999,9999,9999,9999,9999,NA,NA
4983,2,0,1,1,1,1,1,1,1,1,1,1,1,38.04,41.12,9999,9999,9999,9999,9999,NA,NA
4684,2,0,1,0,1,9999,0,0,1,1,1,1,0,40.53,34.23,9999,9999,9999,9999,9999,NA,NA
3387,2,1,0,0,0,0,0,0,0,0,0,0,0,41.79,34.75,9999,0,0,0,0,NA,NA
5607,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,NA,NA
3275,2,0,1,1,1,9999,1,1,9999,9999,9999,9999,9999,47.4,9999,65.84,1,1,0.33,0,NA,NA
1889,2,0,1,0,0,0,1,0,9999,9999,9999,9999,9999,43.67,9999,9999,0.67,0,0.56,0,NA,NA
2341,2,1,0,1,0,1,1,0,1,0,0,0,0,60.08,63.33,9999,1,1,1,1,NA,NA
